country,date,indicator,description,value
India,2002,GE.EST,Government effectiveness,-0.189068421721458
India,2000,GE.EST,Government effectiveness,-0.187351524829865
India,1998,GE.EST,Government effectiveness,-0.11445739865303
India,1996,GE.EST,Government effectiveness,-0.111606687307358
South Africa,2023,GE.EST,Government effectiveness,-0.256946682929993
South Africa,2022,GE.EST,Government effectiveness,-0.109027646481991
South Africa,2021,GE.EST,Government effectiveness,-0.0701303705573082
South Africa,2020,GE.EST,Government effectiveness,0.0465345233678818
South Africa,2019,GE.EST,Government effectiveness,0.127971157431602
South Africa,2018,GE.EST,Government effectiveness,0.103647440671921
South Africa,2017,GE.EST,Government effectiveness,0.0707959234714508
South Africa,2016,GE.EST,Government effectiveness,0.101402580738068
South Africa,2015,GE.EST,Government effectiveness,0.0873290970921516
South Africa,2014,GE.EST,Government effectiveness,0.165043815970421
South Africa,2013,GE.EST,Government effectiveness,0.30602103471756
South Africa,2012,GE.EST,Government effectiveness,0.170115306973457
South Africa,2011,GE.EST,Government effectiveness,0.217559650540352
South Africa,2010,GE.EST,Government effectiveness,0.191702410578728
South Africa,2009,GE.EST,Government effectiveness,0.310807675123215
South Africa,2008,GE.EST,Government effectiveness,0.332178503274918
South Africa,2007,GE.EST,Government effectiveness,0.283431172370911
South Africa,2006,GE.EST,Government effectiveness,0.325101375579834
South Africa,2005,GE.EST,Government effectiveness,0.567057847976685
South Africa,2004,GE.EST,Government effectiveness,0.559140086174011
South Africa,2003,GE.EST,Government effectiveness,0.599580049514771
South Africa,2002,GE.EST,Government effectiveness,0.607831418514252
South Africa,2000,GE.EST,Government effectiveness,0.645909368991852
South Africa,1998,GE.EST,Government effectiveness,0.624708473682404
South Africa,1996,GE.EST,Government effectiveness,1.02049589157104
Brazil,2023,GE.EST,Government effectiveness,-0.546764314174652
Brazil,2022,GE.EST,Government effectiveness,-0.588259339332581
Brazil,2021,GE.EST,Government effectiveness,-0.492990374565125
Brazil,2020,GE.EST,Government effectiveness,-0.465709209442139
Brazil,2019,GE.EST,Government effectiveness,-0.234114676713943
Brazil,2018,GE.EST,Government effectiveness,-0.520569622516632
Brazil,2017,GE.EST,Government effectiveness,-0.317140609025955
Brazil,2016,GE.EST,Government effectiveness,-0.249387070536613
Brazil,2015,GE.EST,Government effectiveness,-0.255271553993225
Brazil,2014,GE.EST,Government effectiveness,-0.175920635461807
Brazil,2013,GE.EST,Government effectiveness,-0.119030974805355
Brazil,2012,GE.EST,Government effectiveness,-0.16054867208004
Brazil,2011,GE.EST,Government effectiveness,-0.152404069900513
Brazil,2010,GE.EST,Government effectiveness,-0.0868625491857529
Brazil,2009,GE.EST,Government effectiveness,-0.151303574442863
Brazil,2008,GE.EST,Government effectiveness,-0.148200899362564
Brazil,2007,GE.EST,Government effectiveness,-0.290289968252182
Brazil,2006,GE.EST,Government effectiveness,-0.391295492649078
Brazil,2005,GE.EST,Government effectiveness,-0.157670244574547
Brazil,2004,GE.EST,Government effectiveness,-0.0922709181904793
Brazil,2003,GE.EST,Government effectiveness,0.0817573666572571
Brazil,2002,GE.EST,Government effectiveness,-0.0346153452992439
Brazil,2000,GE.EST,Government effectiveness,0.0430850870907307
Brazil,1998,GE.EST,Government effectiveness,-0.201571121811867
Brazil,1996,GE.EST,Government effectiveness,-0.143133714795113
Russian Federation,2023,GE.EST,Government effectiveness,-0.712461888790131
Russian Federation,2022,GE.EST,Government effectiveness,-0.696263790130615
Russian Federation,2021,GE.EST,Government effectiveness,-0.210440874099731
Russian Federation,2020,GE.EST,Government effectiveness,-0.111088737845421
Russian Federation,2019,GE.EST,Government effectiveness,0.0241736769676208
Russian Federation,2018,GE.EST,Government effectiveness,-0.103785149753094
Russian Federation,2017,GE.EST,Government effectiveness,-0.191041514277458
Russian Federation,2016,GE.EST,Government effectiveness,-0.324105769395828
Russian Federation,2015,GE.EST,Government effectiveness,-0.332078844308853
Russian Federation,2014,GE.EST,Government effectiveness,-0.195760622620583
Russian Federation,2013,GE.EST,Government effectiveness,-0.452954411506653
Russian Federation,2012,GE.EST,Government effectiveness,-0.534914612770081
Russian Federation,2011,GE.EST,Government effectiveness,-0.601444661617279
Russian Federation,2010,GE.EST,Government effectiveness,-0.601686894893646
Russian Federation,2009,GE.EST,Government effectiveness,-0.497236013412476
Russian Federation,2008,GE.EST,Government effectiveness,-0.416781842708588
Russian Federation,2007,GE.EST,Government effectiveness,-0.412203580141068
Russian Federation,2006,GE.EST,Government effectiveness,-0.468877643346786
Russian Federation,2005,GE.EST,Government effectiveness,-0.526238322257996
Russian Federation,2004,GE.EST,Government effectiveness,-0.484211027622223
Russian Federation,2003,GE.EST,Government effectiveness,-0.499138176441193
Russian Federation,2002,GE.EST,Government effectiveness,-0.376179724931717
Russian Federation,2000,GE.EST,Government effectiveness,-0.673456251621246
Russian Federation,1998,GE.EST,Government effectiveness,-0.662553489208221
Russian Federation,1996,GE.EST,Government effectiveness,-0.452226608991623
"Egypt, Arab Rep.",2023,GE.EST,Government effectiveness,-0.239516973495483
"Egypt, Arab Rep.",2022,GE.EST,Government effectiveness,-0.448231309652328
"Egypt, Arab Rep.",2021,GE.EST,Government effectiveness,-0.457696795463562
"Egypt, Arab Rep.",2020,GE.EST,Government effectiveness,-0.44617161154747
"Egypt, Arab Rep.",2019,GE.EST,Government effectiveness,-0.251354306936264
"Egypt, Arab Rep.",2018,GE.EST,Government effectiveness,-0.454036295413971
"Egypt, Arab Rep.",2017,GE.EST,Government effectiveness,-0.530632019042969
"Egypt, Arab Rep.",2016,GE.EST,Government effectiveness,-0.536168873310089
"Egypt, Arab Rep.",2015,GE.EST,Government effectiveness,-0.690327763557434
"Egypt, Arab Rep.",2014,GE.EST,Government effectiveness,-0.716656744480133
"Egypt, Arab Rep.",2013,GE.EST,Government effectiveness,-0.782936871051788
"Egypt, Arab Rep.",2012,GE.EST,Government effectiveness,-0.681878209114075
"Egypt, Arab Rep.",2011,GE.EST,Government effectiveness,-0.440889060497284
"Egypt, Arab Rep.",2010,GE.EST,Government effectiveness,-0.321309953927994
"Egypt, Arab Rep.",2009,GE.EST,Government effectiveness,-0.208088099956512
"Egypt, Arab Rep.",2008,GE.EST,Government effectiveness,-0.380703538656235
"Egypt, Arab Rep.",2007,GE.EST,Government effectiveness,-0.374726384878159
"Egypt, Arab Rep.",2006,GE.EST,Government effectiveness,-0.49823722243309
"Egypt, Arab Rep.",2005,GE.EST,Government effectiveness,-0.399056732654572
"Egypt, Arab Rep.",2004,GE.EST,Government effectiveness,-0.278711497783661
"Egypt, Arab Rep.",2003,GE.EST,Government effectiveness,-0.389788568019867
"Egypt, Arab Rep.",2002,GE.EST,Government effectiveness,-0.446098297834396
"Egypt, Arab Rep.",2000,GE.EST,Government effectiveness,-0.174759328365326
"Egypt, Arab Rep.",1998,GE.EST,Government effectiveness,-0.204747274518013
"Egypt, Arab Rep.",1996,GE.EST,Government effectiveness,-0.473676085472107
Ethiopia,2023,GE.EST,Government effectiveness,-0.768662095069885
Ethiopia,2022,GE.EST,Government effectiveness,-0.791824162006378
Ethiopia,2021,GE.EST,Government effectiveness,-0.650382697582245
Ethiopia,2020,GE.EST,Government effectiveness,-0.589582562446594
Ethiopia,2019,GE.EST,Government effectiveness,-0.66142076253891
Ethiopia,2018,GE.EST,Government effectiveness,-0.666894257068634
Ethiopia,2017,GE.EST,Government effectiveness,-0.759255349636078
Ethiopia,2016,GE.EST,Government effectiveness,-0.714294850826263
Ethiopia,2015,GE.EST,Government effectiveness,-0.712037622928619
Ethiopia,2014,GE.EST,Government effectiveness,-0.443245232105255
Ethiopia,2013,GE.EST,Government effectiveness,-0.620984315872192
Ethiopia,2012,GE.EST,Government effectiveness,-0.454180359840393
Ethiopia,2011,GE.EST,Government effectiveness,-0.521041929721832
Ethiopia,2010,GE.EST,Government effectiveness,-0.488994628190994
Ethiopia,2009,GE.EST,Government effectiveness,-0.562428534030914
Ethiopia,2008,GE.EST,Government effectiveness,-0.450209558010101
Ethiopia,2007,GE.EST,Government effectiveness,-0.47174859046936
Ethiopia,2006,GE.EST,Government effectiveness,-0.690580487251282
Ethiopia,2005,GE.EST,Government effectiveness,-0.917718350887299
Ethiopia,2004,GE.EST,Government effectiveness,-0.878722608089447
Ethiopia,2003,GE.EST,Government effectiveness,-1.07022738456726
Ethiopia,2002,GE.EST,Government effectiveness,-1.04439079761505
Ethiopia,2000,GE.EST,Government effectiveness,-1.20650112628937
Ethiopia,1998,GE.EST,Government effectiveness,-1.19072878360748
Ethiopia,1996,GE.EST,Government effectiveness,-1.2075936794281
"Iran, Islamic Rep.",2023,GE.EST,Government effectiveness,-1.02239692211151
"Iran, Islamic Rep.",2022,GE.EST,Government effectiveness,-0.882911622524261
"Iran, Islamic Rep.",2021,GE.EST,Government effectiveness,-0.887051045894623
"Iran, Islamic Rep.",2020,GE.EST,Government effectiveness,-1.01759469509125
"Iran, Islamic Rep.",2019,GE.EST,Government effectiveness,-0.599589228630066
"Iran, Islamic Rep.",2018,GE.EST,Government effectiveness,-0.47861048579216
"Iran, Islamic Rep.",2017,GE.EST,Government effectiveness,-0.241994991898537
"Iran, Islamic Rep.",2016,GE.EST,Government effectiveness,-0.237505525350571
"Iran, Islamic Rep.",2015,GE.EST,Government effectiveness,-0.253069669008255
"Iran, Islamic Rep.",2014,GE.EST,Government effectiveness,-0.438457310199738
"Iran, Islamic Rep.",2013,GE.EST,Government effectiveness,-0.690026342868805
"Iran, Islamic Rep.",2012,GE.EST,Government effectiveness,-0.542041420936584
"Iran, Islamic Rep.",2011,GE.EST,Government effectiveness,-0.452714681625366
"Iran, Islamic Rep.",2010,GE.EST,Government effectiveness,-0.49773833155632
"Iran, Islamic Rep.",2009,GE.EST,Government effectiveness,-0.577192842960358
"Iran, Islamic Rep.",2008,GE.EST,Government effectiveness,-0.682821750640869
"Iran, Islamic Rep.",2007,GE.EST,Government effectiveness,-0.648909568786621
"Iran, Islamic Rep.",2006,GE.EST,Government effectiveness,-0.555354535579681
"Iran, Islamic Rep.",2005,GE.EST,Government effectiveness,-0.662730693817139
"Iran, Islamic Rep.",2004,GE.EST,Government effectiveness,-0.501296877861023
"Iran, Islamic Rep.",2003,GE.EST,Government effectiveness,-0.565392553806305
"Iran, Islamic Rep.",2002,GE.EST,Government effectiveness,-0.616700828075409
"Iran, Islamic Rep.",2000,GE.EST,Government effectiveness,-0.492341905832291
"Iran, Islamic Rep.",1998,GE.EST,Government effectiveness,-0.490328997373581
"Iran, Islamic Rep.",1996,GE.EST,Government effectiveness,-0.600068271160126
Saudi Arabia,2023,GE.EST,Government effectiveness,0.796441078186035
Saudi Arabia,2022,GE.EST,Government effectiveness,0.582258403301239
Saudi Arabia,2021,GE.EST,Government effectiveness,0.464676141738892
Saudi Arabia,2020,GE.EST,Government effectiveness,0.113618113100529
Saudi Arabia,2019,GE.EST,Government effectiveness,0.261275202035904
Saudi Arabia,2018,GE.EST,Government effectiveness,0.273804366588593
Saudi Arabia,2017,GE.EST,Government effectiveness,0.210743635892868
Saudi Arabia,2016,GE.EST,Government effectiveness,0.214122653007507
Saudi Arabia,2015,GE.EST,Government effectiveness,0.154987290501595
Saudi Arabia,2014,GE.EST,Government effectiveness,0.192474737763405
Saudi Arabia,2013,GE.EST,Government effectiveness,0.057302076369524
Saudi Arabia,2012,GE.EST,Government effectiveness,0.01908940076828
Saudi Arabia,2011,GE.EST,Government effectiveness,-0.317042857408524
Saudi Arabia,2010,GE.EST,Government effectiveness,-0.0236956626176834
Saudi Arabia,2009,GE.EST,Government effectiveness,-0.110996946692467
Saudi Arabia,2008,GE.EST,Government effectiveness,-0.109230503439903
Saudi Arabia,2007,GE.EST,Government effectiveness,-0.136533141136169
Saudi Arabia,2006,GE.EST,Government effectiveness,-0.198544204235077
Saudi Arabia,2005,GE.EST,Government effectiveness,-0.391905188560486
Saudi Arabia,2004,GE.EST,Government effectiveness,-0.386468946933746
Saudi Arabia,2003,GE.EST,Government effectiveness,-0.366576313972473
Saudi Arabia,2002,GE.EST,Government effectiveness,-0.337844789028168
Saudi Arabia,2000,GE.EST,Government effectiveness,-0.229407846927643
Saudi Arabia,1998,GE.EST,Government effectiveness,-0.219085738062859
Saudi Arabia,1996,GE.EST,Government effectiveness,-0.183629289269447
United Arab Emirates,2023,GE.EST,Government effectiveness,1.60428190231323
United Arab Emirates,2022,GE.EST,Government effectiveness,1.29912793636322
United Arab Emirates,2021,GE.EST,Government effectiveness,1.36370348930359
United Arab Emirates,2020,GE.EST,Government effectiveness,1.2852668762207
United Arab Emirates,2019,GE.EST,Government effectiveness,1.38027024269104
United Arab Emirates,2018,GE.EST,Government effectiveness,1.42633962631226
United Arab Emirates,2017,GE.EST,Government effectiveness,1.40890324115753
United Arab Emirates,2016,GE.EST,Government effectiveness,1.4101870059967
United Arab Emirates,2015,GE.EST,Government effectiveness,1.5004917383194
United Arab Emirates,2014,GE.EST,Government effectiveness,1.45158290863037
United Arab Emirates,2013,GE.EST,Government effectiveness,1.19010066986084
United Arab Emirates,2012,GE.EST,Government effectiveness,1.16282367706299
United Arab Emirates,2011,GE.EST,Government effectiveness,1.07076179981232
United Arab Emirates,2010,GE.EST,Government effectiveness,0.918635427951813
United Arab Emirates,2009,GE.EST,Government effectiveness,1.00920045375824
United Arab Emirates,2008,GE.EST,Government effectiveness,0.898490905761719
United Arab Emirates,2007,GE.EST,Government effectiveness,0.943043947219849
United Arab Emirates,2006,GE.EST,Government effectiveness,0.945923328399658
United Arab Emirates,2005,GE.EST,Government effectiveness,0.716674387454987
United Arab Emirates,2004,GE.EST,Government effectiveness,0.687684059143066
United Arab Emirates,2003,GE.EST,Government effectiveness,0.537254989147186
United Arab Emirates,2002,GE.EST,Government effectiveness,0.796371579170227
United Arab Emirates,2000,GE.EST,Government effectiveness,0.747685492038727
United Arab Emirates,1998,GE.EST,Government effectiveness,0.752557337284088
United Arab Emirates,1996,GE.EST,Government effectiveness,0.776639640331268
New Zealand,2023,RL.EST,Rule of law,1.70570802688599
New Zealand,2022,RL.EST,Rule of law,1.73037374019623
New Zealand,2021,RL.EST,Rule of law,1.78116655349731
New Zealand,2020,RL.EST,Rule of law,1.83839273452759
New Zealand,2019,RL.EST,Rule of law,1.84377896785736
New Zealand,2018,RL.EST,Rule of law,1.83380126953125
New Zealand,2017,RL.EST,Rule of law,1.88447558879852
New Zealand,2016,RL.EST,Rule of law,1.9136335849762
New Zealand,2015,RL.EST,Rule of law,1.96533977985382
New Zealand,2014,RL.EST,Rule of law,2.00404477119446
New Zealand,2013,RL.EST,Rule of law,1.87013530731201
New Zealand,2012,RL.EST,Rule of law,1.88321006298065
New Zealand,2011,RL.EST,Rule of law,1.89464735984802
New Zealand,2010,RL.EST,Rule of law,1.86188757419586
New Zealand,2009,RL.EST,Rule of law,1.92267489433289
New Zealand,2008,RL.EST,Rule of law,1.85065972805023
New Zealand,2007,RL.EST,Rule of law,1.82681655883789
New Zealand,2006,RL.EST,Rule of law,1.79479086399078
New Zealand,2005,RL.EST,Rule of law,1.84639847278595
New Zealand,2004,RL.EST,Rule of law,1.84883081912994
New Zealand,2003,RL.EST,Rule of law,1.84832954406738
New Zealand,2002,RL.EST,Rule of law,1.79115116596222
New Zealand,2000,RL.EST,Rule of law,1.79541397094727
New Zealand,1998,RL.EST,Rule of law,1.85049915313721
New Zealand,1996,RL.EST,Rule of law,1.85839378833771
United States,2023,RL.EST,Rule of law,1.3276778459549
United States,2022,RL.EST,Rule of law,1.36920201778412
United States,2021,RL.EST,Rule of law,1.38915693759918
United States,2020,RL.EST,Rule of law,1.33649373054504
United States,2019,RL.EST,Rule of law,1.4241726398468
United States,2018,RL.EST,Rule of law,1.47568726539612
United States,2017,RL.EST,Rule of law,1.60897934436798
United States,2016,RL.EST,Rule of law,1.58059740066528
United States,2015,RL.EST,Rule of law,1.56301236152649
United States,2014,RL.EST,Rule of law,1.60697412490845
United States,2013,RL.EST,Rule of law,1.54942762851715
United States,2012,RL.EST,Rule of law,1.62034177780151
United States,2011,RL.EST,Rule of law,1.59098601341248
United States,2010,RL.EST,Rule of law,1.63102221488953
United States,2009,RL.EST,Rule of law,1.59132015705109
United States,2008,RL.EST,Rule of law,1.62871420383453
United States,2007,RL.EST,Rule of law,1.61114573478699
United States,2006,RL.EST,Rule of law,1.59266018867493
United States,2005,RL.EST,Rule of law,1.5282701253891
United States,2004,RL.EST,Rule of law,1.41830444335938
United States,2003,RL.EST,Rule of law,1.55444955825806
United States,2002,RL.EST,Rule of law,1.51690554618835
United States,2000,RL.EST,Rule of law,1.56463289260864
United States,1998,RL.EST,Rule of law,1.56696021556854
United States,1996,RL.EST,Rule of law,1.5002189874649
China,2023,RL.EST,Rule of law,-0.0401299707591534
China,2022,RL.EST,Rule of law,-0.04217629134655
China,2021,RL.EST,Rule of law,0.0102688856422901
China,2020,RL.EST,Rule of law,-0.102505102753639
China,2019,RL.EST,Rule of law,-0.261681526899338
China,2018,RL.EST,Rule of law,-0.186479195952415
China,2017,RL.EST,Rule of law,-0.255178093910217
China,2016,RL.EST,Rule of law,-0.32396873831749
China,2015,RL.EST,Rule of law,-0.408455699682236
China,2014,RL.EST,Rule of law,-0.396053194999695
China,2013,RL.EST,Rule of law,-0.52588939666748
China,2012,RL.EST,Rule of law,-0.545384466648102
China,2011,RL.EST,Rule of law,-0.453809976577759
China,2010,RL.EST,Rule of law,-0.472601860761642
China,2009,RL.EST,Rule of law,-0.46321377158165
China,2008,RL.EST,Rule of law,-0.479174673557281
China,2007,RL.EST,Rule of law,-0.597397744655609
China,2006,RL.EST,Rule of law,-0.699893414974213
China,2005,RL.EST,Rule of law,-0.650172889232635
China,2004,RL.EST,Rule of law,-0.585468709468842
China,2003,RL.EST,Rule of law,-0.553043842315674
China,2002,RL.EST,Rule of law,-0.517029762268066
China,2000,RL.EST,Rule of law,-0.51611715555191
China,1998,RL.EST,Rule of law,-0.476805359125137
China,1996,RL.EST,Rule of law,-0.545589983463287
India,2023,RL.EST,Rule of law,0.188364565372467
India,2022,RL.EST,Rule of law,0.113943412899971
India,2021,RL.EST,Rule of law,-0.108451806008816
India,2020,RL.EST,Rule of law,-0.0584247447550297
India,2019,RL.EST,Rule of law,-0.0672271549701691
India,2018,RL.EST,Rule of law,-0.00142208894249052
India,2017,RL.EST,Rule of law,-0.0297500882297754
India,2016,RL.EST,Rule of law,-0.0561538562178612
India,2015,RL.EST,Rule of law,-0.0707211047410965
India,2014,RL.EST,Rule of law,-0.0691893845796585
India,2013,RL.EST,Rule of law,-0.0458925999701023
India,2012,RL.EST,Rule of law,-0.0628807470202446
India,2011,RL.EST,Rule of law,-0.0862971395254135
India,2010,RL.EST,Rule of law,-0.0358108207583427
India,2009,RL.EST,Rule of law,0.0179808251559734
India,2008,RL.EST,Rule of law,0.0958504602313042
India,2007,RL.EST,Rule of law,0.0968981608748436
India,2006,RL.EST,Rule of law,0.178989619016647
India,2005,RL.EST,Rule of law,0.13313016295433
India,2004,RL.EST,Rule of law,0.0533560588955879
India,2003,RL.EST,Rule of law,0.120161645114422
India,2002,RL.EST,Rule of law,-0.0173958707600832
India,2000,RL.EST,Rule of law,0.348079591989517
India,1998,RL.EST,Rule of law,0.335014313459396
India,1996,RL.EST,Rule of law,0.313456207513809
South Africa,2023,RL.EST,Rule of law,0.0862350836396217
South Africa,2022,RL.EST,Rule of law,0.0407747849822044
South Africa,2021,RL.EST,Rule of law,0.0649796947836876
South Africa,2020,RL.EST,Rule of law,-0.243993982672691
South Africa,2019,RL.EST,Rule of law,-0.188336730003357
South Africa,2018,RL.EST,Rule of law,-0.22182808816433
South Africa,2017,RL.EST,Rule of law,-0.15624788403511
South Africa,2016,RL.EST,Rule of law,0.0435598641633987
South Africa,2015,RL.EST,Rule of law,0.0157780386507511
South Africa,2014,RL.EST,Rule of law,0.155199274420738
South Africa,2013,RL.EST,Rule of law,0.135300785303116
South Africa,2012,RL.EST,Rule of law,0.0844441577792168
South Africa,2011,RL.EST,Rule of law,0.129662588238716
South Africa,2010,RL.EST,Rule of law,0.0977494567632675
South Africa,2009,RL.EST,Rule of law,0.0724230706691742
South Africa,2008,RL.EST,Rule of law,0.00541776139289141
South Africa,2007,RL.EST,Rule of law,0.000255581398960203
South Africa,2006,RL.EST,Rule of law,0.181309819221497
South Africa,2005,RL.EST,Rule of law,-0.0119512537494302
South Africa,2004,RL.EST,Rule of law,0.00451626582071185
South Africa,2003,RL.EST,Rule of law,0.0375992655754089
South Africa,2002,RL.EST,Rule of law,0.0273917205631733
South Africa,2000,RL.EST,Rule of law,0.148772299289703
South Africa,1998,RL.EST,Rule of law,0.157686293125153
South Africa,1996,RL.EST,Rule of law,0.0879291966557503
Brazil,2023,RL.EST,Rule of law,-0.308802843093872
Brazil,2022,RL.EST,Rule of law,-0.257879137992859
Brazil,2021,RL.EST,Rule of law,-0.301417380571365
Brazil,2020,RL.EST,Rule of law,-0.231919765472412
Brazil,2019,RL.EST,Rule of law,-0.224319815635681
Brazil,2018,RL.EST,Rule of law,-0.30234295129776
Brazil,2017,RL.EST,Rule of law,-0.305428564548492
Brazil,2016,RL.EST,Rule of law,-0.201301991939545
Brazil,2015,RL.EST,Rule of law,-0.187332957983017
Brazil,2014,RL.EST,Rule of law,-0.0529657602310181
Brazil,2013,RL.EST,Rule of law,-0.0920452028512955
Brazil,2012,RL.EST,Rule of law,-0.0769327953457832
Brazil,2011,RL.EST,Rule of law,0.0451417230069637
Brazil,2010,RL.EST,Rule of law,0.0564144365489483
Brazil,2009,RL.EST,Rule of law,-0.103854693472385
Brazil,2008,RL.EST,Rule of law,-0.288044780492783
Brazil,2007,RL.EST,Rule of law,-0.40977942943573
Brazil,2006,RL.EST,Rule of law,-0.402620196342468
Brazil,2005,RL.EST,Rule of law,-0.475531458854675
Brazil,2004,RL.EST,Rule of law,-0.400920122861862
Brazil,2003,RL.EST,Rule of law,-0.367893666028976
Brazil,2002,RL.EST,Rule of law,-0.266611307859421
Brazil,2000,RL.EST,Rule of law,-0.244871854782104
Brazil,1998,RL.EST,Rule of law,-0.202992081642151
Brazil,1996,RL.EST,Rule of law,-0.223502203822136
Russian Federation,2023,RL.EST,Rule of law,-1.18764269351959
Russian Federation,2022,RL.EST,Rule of law,-1.19659042358398
Russian Federation,2021,RL.EST,Rule of law,-0.886179327964783
Russian Federation,2020,RL.EST,Rule of law,-0.80521035194397
Russian Federation,2019,RL.EST,Rule of law,-0.771243870258331
Russian Federation,2018,RL.EST,Rule of law,-0.832721412181854
Russian Federation,2017,RL.EST,Rule of law,-0.845929563045502
Russian Federation,2016,RL.EST,Rule of law,-0.845054090023041
Russian Federation,2015,RL.EST,Rule of law,-0.815131187438965
Russian Federation,2014,RL.EST,Rule of law,-0.773192346096039
Russian Federation,2013,RL.EST,Rule of law,-0.821814119815826
Russian Federation,2012,RL.EST,Rule of law,-0.857621252536774
Russian Federation,2011,RL.EST,Rule of law,-0.747264206409454
Russian Federation,2010,RL.EST,Rule of law,-0.79579108953476
Russian Federation,2009,RL.EST,Rule of law,-0.806498229503632
Russian Federation,2008,RL.EST,Rule of law,-1.01145589351654
Russian Federation,2007,RL.EST,Rule of law,-1.00755798816681
Russian Federation,2006,RL.EST,Rule of law,-0.987496435642242
Russian Federation,2005,RL.EST,Rule of law,-0.963954508304596
Russian Federation,2004,RL.EST,Rule of law,-0.915175259113312
Russian Federation,2003,RL.EST,Rule of law,-0.957668244838715
Russian Federation,2002,RL.EST,Rule of law,-0.874504148960114
Russian Federation,2000,RL.EST,Rule of law,-1.08369505405426
Russian Federation,1998,RL.EST,Rule of law,-0.855796992778778
Russian Federation,1996,RL.EST,Rule of law,-0.794187605381012
"Egypt, Arab Rep.",2023,RL.EST,Rule of law,-0.184178426861763
"Egypt, Arab Rep.",2022,RL.EST,Rule of law,-0.26560452580452
"Egypt, Arab Rep.",2021,RL.EST,Rule of law,-0.260645717382431
"Egypt, Arab Rep.",2020,RL.EST,Rule of law,-0.317483067512512
"Egypt, Arab Rep.",2019,RL.EST,Rule of law,-0.332123339176178
"Egypt, Arab Rep.",2018,RL.EST,Rule of law,-0.301445573568344
"Egypt, Arab Rep.",2017,RL.EST,Rule of law,-0.448036134243011
"Egypt, Arab Rep.",2016,RL.EST,Rule of law,-0.477475792169571
"Egypt, Arab Rep.",2015,RL.EST,Rule of law,-0.601831138134003
"Egypt, Arab Rep.",2014,RL.EST,Rule of law,-0.698402404785156
"Egypt, Arab Rep.",2013,RL.EST,Rule of law,-0.73585569858551
"Egypt, Arab Rep.",2012,RL.EST,Rule of law,-0.536399841308594
"Egypt, Arab Rep.",2011,RL.EST,Rule of law,-0.483893096446991
"Egypt, Arab Rep.",2010,RL.EST,Rule of law,-0.174863860011101
"Egypt, Arab Rep.",2009,RL.EST,Rule of law,-0.0833449959754944
"Egypt, Arab Rep.",2008,RL.EST,Rule of law,-0.129783600568771
"Egypt, Arab Rep.",2007,RL.EST,Rule of law,-0.246213480830193
"Egypt, Arab Rep.",2006,RL.EST,Rule of law,-0.278967440128326
"Egypt, Arab Rep.",2005,RL.EST,Rule of law,-0.00122323480900377
"Egypt, Arab Rep.",2004,RL.EST,Rule of law,0.0133178951218724
"Egypt, Arab Rep.",2003,RL.EST,Rule of law,-0.00235446891747415
"Egypt, Arab Rep.",2002,RL.EST,Rule of law,-0.0114680724218488
"Egypt, Arab Rep.",2000,RL.EST,Rule of law,-0.0515826977789402
"Egypt, Arab Rep.",1998,RL.EST,Rule of law,-0.126968279480934
"Egypt, Arab Rep.",1996,RL.EST,Rule of law,0.00126244104467332
Ethiopia,2023,RL.EST,Rule of law,-0.670203268527985
Ethiopia,2022,RL.EST,Rule of law,-0.635894060134888
Ethiopia,2021,RL.EST,Rule of law,-0.623265862464905
Ethiopia,2020,RL.EST,Rule of law,-0.402888596057892
Ethiopia,2019,RL.EST,Rule of law,-0.482023179531097
Ethiopia,2018,RL.EST,Rule of law,-0.444717615842819
Ethiopia,2017,RL.EST,Rule of law,-0.469820439815521
Ethiopia,2016,RL.EST,Rule of law,-0.507818698883057
Ethiopia,2015,RL.EST,Rule of law,-0.5272017121315
Ethiopia,2014,RL.EST,Rule of law,-0.468583732843399
Ethiopia,2013,RL.EST,Rule of law,-0.649658679962158
Ethiopia,2012,RL.EST,Rule of law,-0.67731785774231
Ethiopia,2011,RL.EST,Rule of law,-0.741804361343384
Ethiopia,2010,RL.EST,Rule of law,-0.807519137859344
Ethiopia,2009,RL.EST,Rule of law,-0.832281887531281
Ethiopia,2008,RL.EST,Rule of law,-0.706700682640076
Ethiopia,2007,RL.EST,Rule of law,-0.659463107585907
Ethiopia,2006,RL.EST,Rule of law,-0.667515754699707
Ethiopia,2005,RL.EST,Rule of law,-0.938896775245667
Ethiopia,2004,RL.EST,Rule of law,-0.893445909023285
Ethiopia,2003,RL.EST,Rule of law,-0.834280729293823
Ethiopia,2002,RL.EST,Rule of law,-0.959304392337799
Ethiopia,2000,RL.EST,Rule of law,-0.983719408512115
Ethiopia,1998,RL.EST,Rule of law,-0.908676981925964
Ethiopia,1996,RL.EST,Rule of law,-0.965788543224335
"Iran, Islamic Rep.",2023,RL.EST,Rule of law,-1.06095492839813
"Iran, Islamic Rep.",2022,RL.EST,Rule of law,-1.01758456230164
"Iran, Islamic Rep.",2021,RL.EST,Rule of law,-0.966482520103455
"Iran, Islamic Rep.",2020,RL.EST,Rule of law,-0.88682621717453
"Iran, Islamic Rep.",2019,RL.EST,Rule of law,-0.771478950977325
"Iran, Islamic Rep.",2018,RL.EST,Rule of law,-0.712859213352203
"Iran, Islamic Rep.",2017,RL.EST,Rule of law,-0.7025266289711
"Iran, Islamic Rep.",2016,RL.EST,Rule of law,-0.695977568626404
"Iran, Islamic Rep.",2015,RL.EST,Rule of law,-0.940354943275452
